C.D.S.  -  SIMBAD4 rel 1.8  -  2022.05.11CEST18:35:47

Vmag <   6 & cat = '*' &
(pm <   0 | pm   > 0) &
(plx   > 0 | plx <   0) &
(radvel   > 0 | radvel <   0)
-----------------------------------------------------------------------------------------------------------

Number of objects : 2885

 #  ;            identifier             ;typ;     coord1 (ICRS,J2000/2000)      ;         pm         ;   plx    ;  radvel   ;  Mag V  
2475;* nu. Phe                          ;PM*;018.7963392843242 -45.5316646057442;665.086 178.070     ;65.5270   ;11.845     ;4.96     
2476;* mu. Vel                          ;** ;161.69241154 -49.42025679          ;   63.22 -54.21     ;27.84     ;6.20       ;2.69     
2477;* Y Vel                            ;PM*;157.8409202971692 -53.7154836076164;-419.935 209.671    ;45.3276   ;21.37      ;4.89     
2478;* J Vel                            ;Be*;155.2283154707600 -56.0432377078300;  -12.192 5.367     ;2.2692    ;10.4       ;4.51     
2479;* l Car                            ;cC*;146.3117134358 -62.5079033039      ;    -12.88 8.19     ;2.09      ;2.5        ;3.40     
2480;* ups Car                          ;*  ;146.77550706 -65.07200742          ;    -11.51 4.71     ;2.27      ;13.60      ;2.99     
2481;* 128 Car                          ;** ;139.3218435767400 -68.6895931281000;-105.204 -39.904    ;29.4612   ;32.3       ;5.39     
2482;* tet Vol                          ;*  ;129.7715060667700 -70.3867438775200; 19.521 -39.238     ;13.2632   ;13.00      ;5.20     
2483;* kap01 Vol                        ;*  ;124.9540178656300 -71.5149087049600; -17.188 36.518     ;7.3981    ;36.00      ;5.318    
2484;* kap02 Vol                        ;*  ;125.0021980225900 -71.5053782420100; -17.544 34.555     ;7.9037    ;-6.50      ;5.608    
2485;* zet Vol                          ;*  ;115.4552541842 -72.6060990725      ;    33.34 14.89     ;23.13     ;49.03      ;3.944    
2486;* alf Men                          ;PM*;092.5603024265300 -74.7530439810600;121.596 -212.411    ;97.9158   ;36.118     ;5.069    
2487;* eta Men                          ;PM*;073.7966752583400 -74.9368531713600;  27.434 61.285     ;4.9581    ;25.8       ;5.449    
2488;* zet Hyi                          ;PM*;041.3859765426400 -67.6166167640800;  66.102 43.764     ;11.0516   ;3.6        ;4.820    
2489;* eps Hyi                          ;PM*;039.8973383717 -68.2669473111      ;     87.30 0.09     ;21.48     ;13.60      ;4.096    
2490;* alf Hyi                          ;PM*;029.6924777913 -61.5698596606      ;   263.66 26.77     ;45.43     ;8.70       ;2.84     
2491;* p Eri B                          ;PM*;024.9481863035517 -56.1964481082975; 309.230 10.815     ;122.0035  ;20.14      ;5.797    
2492;* p Eri A                          ;PM*;024.9492195659500 -56.1933178645500; 262.615 14.961     ;122.1088  ;21.59      ;5.685    
2493;* bet Phe                          ;** ;016.52099799 -46.71841069          ;   -80.81 34.97     ;0.12      ;-1.10      ;3.30     
2494;* x Vel                            ;*  ;159.8266380958 -55.6032673175      ;    -18.80 4.85     ;3.88      ;21.00      ;4.267    
2495;* r Car                            ;V* ;158.8970717204 -57.5576342953      ;    -15.93 0.49     ;2.77      ;9.90       ;4.430    
2496;* s Car                            ;V* ;156.9697031883 -58.7394029644      ;    -14.47 2.36     ;2.43      ;9.40       ;3.810    
2497;* t01 Car                          ;PM*;159.0854975522200 -59.5643938373900;-41.591 -38.694     ;12.9001   ;-10.15     ;5.088    
2498;* t02 Car                          ;*  ;159.6874843781600 -59.1829957501400;  -14.799 0.626     ;2.3038    ;11.00      ;4.87     
2499;* q Car                            ;LP*;154.2707304375 -61.3323023058      ;    -24.73 7.20     ;4.96      ;8.20       ;3.350    
2500;* p Car                            ;Be*;158.0060956996 -61.6853323078      ;   -17.01 11.50     ;6.75      ;26.0       ;3.27     
2501;* E Car                            ;Be*;136.4098972987000 -70.5384983562500;   -3.870 9.088     ;2.4706    ;19.00      ;4.652    
2502;NAME Miaplacidus                   ;PM*;138.29990608 -69.71720760          ; -156.47 108.95     ;28.82     ;-5.10      ;1.69     
2503;* G Car                            ;SB*;136.2867212204 -72.6027065717      ;    -8.81 -5.26     ;8.14      ;22.50      ;4.467    
2504;* eta Vol                          ;*  ;125.5185481258600 -73.3999793931200; -29.432 29.926     ;8.431     ;20.00      ;5.279    
2505;* gam Men                          ;PM*;082.9702191068167 -76.3409016836322;135.924 266.877     ;30.5956   ;56.24      ;5.20     
2506;* gam Hyi                          ;PM*;056.8097525879 -74.2389635022      ;   50.85 114.74     ;15.24     ;12.76      ;3.26     
2507;* tet Hyi                          ;** ;045.5643701707700 -71.9024552910500;  27.256 16.598     ;6.4996    ;12.30      ;5.499    
2508;* pi.02 Hyi                        ;*  ;033.8692738982800 -67.7463633194800; 42.107 -11.216     ;6.5974    ;17.4       ;5.658    
2509;* pi.01 Hyi                        ;PM*;033.5605867743700 -67.8414401704900;  28.539 52.107     ;4.5668    ;26.3       ;5.559    
2510;* del Hyi                          ;PM*;035.4372598550800 -68.6594185895800;  -50.395 3.214     ;23.2796   ;6.00       ;4.09     
2511;* u Car                            ;PM*;163.3735671312863 -58.8531703698178;  78.169 38.800     ;33.5225   ;8.10       ;3.79     
2512;* T Car                            ;PM*;163.8217575096300 -60.5170011018000; -35.033 85.430     ;11.6      ;-25.5      ;5.920    
2513;* w Car                            ;LP?;160.8845422887 -60.5666196556      ;    -14.75 3.10     ;2.86      ;9.10       ;4.545    
2514;* tet Car                          ;SB*;160.7391748642 -64.3944502211      ;   -18.36 12.03     ;7.16      ;20.60      ;2.76     
2515;* L Car                            ;*  ;155.7422752550 -66.9014973061      ;   -22.39 11.48     ;8.12      ;12.00      ;4.99     
2516;* M Car                            ;*  ;153.3776346204800 -66.3728111815900; -34.517 11.575     ;10.3518   ;-15.2      ;5.141    
2517;* ome Car                          ;Be*;153.4342391408 -70.0379045292      ;    -36.01 7.09     ;9.54      ;10.40      ;3.33     
2518;* H Car                            ;*  ;142.9011296246200 -73.0809130777600;  -24.297 1.409     ;4.4264    ;15.88      ;5.454    
2519;* tet Cha                          ;PM*;125.1605856233 -77.4844770169      ;  -129.05 40.89     ;21.00     ;21.46      ;4.337    
2520;* eta Cha                          ;*  ;130.3313024408100 -78.9633627494600; -29.430 26.831     ;10.1679   ;14.00      ;5.453    
2521;* alf Cha                          ;PM*;124.6314716208 -76.9197212311      ;  111.12 107.49     ;51.12     ;-13.40     ;4.047    
2522;* eps Men                          ;*  ;111.4087447851600 -79.0941910588100;  -29.197 5.181     ;7.1874    ;10.5       ;5.522    
2523;* tet Men                          ;Pu*;104.1436430995900 -79.4201921565600;  -2.270 -1.240     ;8.4632    ;6.00       ;5.449    
2524;* zet Men                          ;PM*;100.0120453122300 -80.8135940230700;  -4.625 53.130     ;8.2827    ;7.00       ;5.606    
2525;* kap Men                          ;PM*;087.5699405824500 -79.3613610877300;  -4.815 66.518     ;11.018    ;9.5        ;5.451    
2526;* pi. Men                          ;PM*;084.2911951861308 -80.4691207092400;310.909 1049.060    ;54.6825   ;10.595     ;5.67     
2527;* del Men                          ;PM*;064.4969574721300 -80.2140318982600;  28.012 61.923     ;7.4129    ;-20.00     ;5.680    
2528;* iot Hyi                          ;PM*;048.9902738603700 -77.3884540169800; 113.658 62.375     ;34.2638   ;19.4       ;5.506    
2529;* nu. Hyi                          ;*  ;042.6185816466700 -75.0669482597400;-33.506 -26.239     ;9.457     ;3.09       ;4.742    
2530;* kap Hyi                          ;PM*;035.7179553982000 -73.6457924340700; -79.629 11.798     ;9.2133    ;28.03      ;5.987    
2531;* eta02 Hyi                        ;PM*;028.7338810198300 -67.6473031708400;  75.927 73.401     ;14.7444   ;-17.928    ;4.685    
2532;* iot Tuc                          ;LP*;016.8277680090100 -61.7752884196800; 74.337 -11.324     ;10.6658   ;-7.8       ;5.342    
2533;* rho Phe                          ;dS*;012.6716098242200 -50.9868172781100;  62.919 44.139     ;13.318    ;22.0       ;5.225    
2534;* mu. Phe                          ;*  ;010.3314678837 -46.0850051083      ;    -28.20 1.80     ;13.27     ;17.41      ;4.59     
2535;* C01 Cen                          ;LP*;173.8053430915100 -47.3725790949400; -88.144 -7.202     ;5.4536    ;21.07      ;5.675    
2536;* y Car                            ;sg*;168.1500551389100 -60.3176263012700;   -6.302 2.021     ;0.3932    ;-8.40      ;4.62     
2537;* x Car                            ;cC*;167.1474583325 -58.9750377058      ;     -4.97 1.67     ;0.52      ;6.00       ;3.83     
2538;* z Car                            ;*  ;166.6351103219600 -62.4241140597600;  -37.621 9.269     ;8.5066    ;-1.07      ;4.606    
2539;* z02 Car                          ;s*b;167.1416576161200 -61.9471756991200;   -6.480 1.900     ;0.3851    ;-22.4      ;5.19     
2540;* K Car                            ;*  ;157.5838629179 -71.9927945036      ;   27.59 -30.73     ;12.52     ;7.50       ;4.710    
2541;* I Car                            ;V* ;156.0987748808 -74.0316121050      ;  -16.29 -27.67     ;61.64     ;-4.70      ;4.01     
2542;* nu. Cha                          ;PM*;146.5859637101800 -76.7761187699100; 83.013 -56.328     ;17.1643   ;11.42      ;5.440    
2543;* iot Cha                          ;PM*;141.0384348270300 -80.7868770914500;-138.717 134.880    ;17.3133   ;-3.57      ;5.36     
2544;* ksi Men                          ;*  ;074.7123628379500 -82.4705158575200;   -4.585 2.973     ;9.7071    ;-4.70      ;5.828    
2545;* nu. Men                          ;PM*;065.2419671118300 -81.5799219004700; 10.182 125.469     ;18.4754   ;9.10       ;5.764    
2546;* mu. Hyi                          ;PM*;037.9188460550800 -79.1094160821400;121.149 -48.414     ;11.3671   ;-15.39     ;5.275    
2547;* kap Tuc                          ;** ;018.94234275 -68.87592657          ;  412.11 127.74     ;47.72     ;7.70       ;4.25     
2548;* ksi Phe                          ;a2*;010.4433220823000 -56.5013162284000;  90.410 56.986     ;14.7697   ;9.8        ;5.70     
2549;* eta Phe                          ;dS*;010.8384933787 -57.4630575853      ;    -5.07 16.51     ;13.24     ;7.70       ;4.361    
2550;* lam02 Phe                        ;PM*;008.9215644520600 -48.0009069342800;46.542 -101.536     ;28.4456   ;8.97       ;5.510    
2551;* lam01 Phe                        ;PM*;007.8540876895200 -48.8035142532600; 140.561 19.647     ;18.4705   ;-2.00      ;4.77     
2552;* C02 Cen                          ;PM*;173.9816037979800 -47.6416399351900; 33.654 -49.433     ;17.1828   ;5.2        ;5.252    
2553;* C03 Cen                          ;PM*;174.3916552119700 -47.7472980868800; -74.717 18.854     ;8.8214    ;-0.18      ;5.456    
2554;* A Cen                            ;Be*;173.6902325362 -54.2640922231      ;   -56.17 16.19     ;7.65      ;5.70       ;4.607    
2555;* omi01 Cen                        ;LP*;172.9419526200500 -59.4420606918100;   -4.491 1.604     ;0.3254    ;-20.80     ;5.097    
2556;* omi02 Cen                        ;sg*;172.9533314481000 -59.5156471164300;   -6.976 1.118     ;0.4665    ;-16.8      ;5.14     
2557;* lam Cen                          ;*  ;173.9453253782100 -63.0198349936100; -33.863 -7.236     ;8.277     ;-1.10      ;3.14     
2558;* gam Cha                          ;V* ;158.8671133158 -78.6077866911      ;   -37.61 11.08     ;7.81      ;-22.40     ;4.12     
2559;* del02 Cha                        ;*  ;161.4458536404 -80.5401884717      ;    -36.86 5.90     ;9.30      ;22.6       ;4.433    
2560;* zet Cha                          ;V* ;143.4724003637 -80.9412593611      ;   -34.81 14.18     ;5.70      ;-42.00     ;5.059    
2561;* mu. Cha                          ;*  ;150.1824738481000 -82.2146701286700; -26.011 31.141     ;8.0957    ;16.00      ;5.520    
2562;* zet Oct                          ;PM*;134.1707321737700 -85.6631521179600;-117.699 33.964     ;20.9964   ;-3.6       ;5.419    
2563;* lam Hyi                          ;PM*;012.1475707813900 -74.9234352794500;133.000 -34.192     ;15.042    ;-10.67     ;5.083    
2564;* lam Tuc                          ;RG*;013.7512961994900 -69.5270846395300;  6.931 -43.593     ;14.4726   ;5.1        ;5.454    
2565;* rho Tuc                          ;SB*;010.6182161752800 -65.4680296032400;  53.444 41.180     ;23.6721   ;33.93      ;5.381    
2566;* bet01 Tuc                        ;** ;007.8861169009479 -62.9582174565395; 84.011 -54.850     ;22.8384   ;14         ;4.289    
2567;* bet02 Tuc                        ;** ;007.8892596025662 -62.9655927541372;105.607 -48.057     ;19.5923   ;9.8        ;4.514    
2568;* bet03 Tuc                        ;** ;008.1829390607100 -63.0315005636000; 86.541 -50.115     ;21.6794   ;7.70       ;5.09     
2569;* B Cen                            ;PM*;177.7862133364200 -45.1734699165900; -72.928 -7.964     ;7.9199    ;2.2        ;4.46     
2570;* j Cen                            ;Be*;177.4211138933800 -63.7884724075000;  -22.022 2.755     ;4.5957    ;29.00      ;4.308    
2571;* 12 Mus                           ;RS*;174.87330698 -65.39776628          ;   -28.20 -7.21     ;6.50      ;9.10       ;5.095    
2572;* lam Mus                          ;PM*;176.4017464929 -66.7287622069      ;  -100.35 33.49     ;25.65     ;15.00      ;3.65     
2573;* mu. Mus                          ;LP*;177.0605629206600 -66.8149096119200; 30.340 -15.710     ;6.8524    ;37.4       ;4.728    
2574;* pi. Cha                          ;PM*;174.3151512821 -75.8965451839      ;  -127.94 -1.82     ;24.09     ;-15.27     ;5.637    
2575;* gam03 Oct                        ;*  ;002.5090520435900 -82.2240470805800;-22.050 -20.218     ;12.3535   ;15.0       ;5.283    
2576;* tet Oct                          ;PM*;000.3987477119846 -77.0657253520472;-56.841 -176.791    ;15.4549   ;22.48      ;4.783    
2577;* bet Hyi                          ;PM*;006.43779316 -77.25424612          ; 2219.54 324.09     ;134.07    ;23.085     ;2.79     
2578;NAME 47 Tuc Cluster                ;GlC;006.022329 -72.081444              ;     5.25 -2.53     ;0.232     ;-17.21     ;4.09     
2579;* pi. Tuc                          ;*  ;005.1626759494600 -69.6249187397000;   -4.465 4.861     ;10.0847   ;11.6       ;5.499    
2580;* zet Tuc                          ;PM*;005.0177443062317 -64.8747936639189;1706.747 1164.959   ;116.1826  ;9.280      ;4.23     
2581;* tau Phe                          ;*  ;000.2690953766300 -48.8098743888900; -17.506 -6.325     ;6.6758    ;14.70      ;5.698    
2582;* eps Phe                          ;PM*;002.3526670558200 -45.7474239081600;120.393 -179.597    ;22.6081   ;-9.20      ;3.87     
2583;* E Cen                            ;*  ;182.0612693097200 -48.6925114012600; -26.946 -6.772     ;6.0457    ;7.20       ;5.34     
2584;* del Cen                          ;Be*;182.0895734887 -50.7224273928      ;   -49.94 -7.19     ;7.86      ;11.00      ;2.52     
2585;* rho Cen                          ;*  ;182.9129989498800 -52.3684401167400;-38.874 -13.280     ;12.4692   ;15.00      ;3.96     
2586;NAME Imai                          ;Pu*;183.7863196854 -58.7489269267      ;  -35.81 -10.36     ;9.45      ;22.2       ;2.752    
2587;* tet01 Cru                        ;SB*;180.7562554137 -63.3129279561      ;   -152.35 7.00     ;13.88     ;-2.80      ;4.32     
2588;* tet02 Cru                        ;SB*;181.0800836534300 -63.1656990736500;  -18.467 0.467     ;4.7314    ;16.30      ;4.716    
2589;* zet Cru                          ;*  ;184.6093419771499 -64.0030853698000; -37.431 -6.576     ;9.2402    ;15.80      ;4.05     
2590;* eta Cru                          ;SB*;181.7204124987 -64.6137289936      ;   33.88 -37.02     ;50.62     ;10.40      ;4.136    
2591;* zet02 Mus                        ;** ;185.5305793860800 -67.5221035900100; -29.729 -6.647     ;9.9903    ;-17.00     ;5.146    
