C.D.S.  -  SIMBAD4 rel 1.8  -  2022.05.07CEST16:20:32

Vmag <  5.3 &
cat = '*' &
(pm <  0 | pm  > 0) &
plx != 0 &
radvel != 0
--------------------------------------------------------------------------

Number of objects : 1935

 #  ;            identifier             ;typ;     coord1 (ICRS,J2000/2000)      ;         pm         ;   plx    ;  radvel   ;  Mag V  
1820;* b Lup                            ;PM*;221.7553902538899 -52.3835172633700;-17.287 -82.275     ;12.442    ;-20.8      ;5.22     
1821;* pi. Pav                          ;PM*;272.1450607875 -63.6685529506      ;  18.02 -207.57     ;25.09     ;-15.6      ;4.328    
1822;* nu. Pav                          ;SB*;277.8434378575 -62.2783014758      ;   -1.11 -45.31     ;7.43      ;16.95      ;4.64     
1823;* lam Pav                          ;Be*;283.0543094400 -62.1875923231      ;   -1.86 -13.02     ;2.28      ;9.00       ;4.207    
1824;* alf Pav                          ;SB*;306.41190437 -56.73508973          ;    6.90 -86.02     ;18.24     ;2.0        ;1.918    
1825;* mu. Ind                          ;*  ;316.3093697173800 -54.7270415563300; 15.421 -37.115     ;7.7236    ;13.20      ;5.163    
1826;* chi Cen                          ;bC*;211.5115343525 -41.1796329944      ;  -22.90 -21.69     ;6.39      ;12.1       ;4.343    
1827;* phi Cen                          ;V* ;209.5677783358 -42.1007539753      ;  -22.77 -20.13     ;6.21      ;5.30       ;3.802    
1828;* tau02 Lup                        ;** ;216.54505742 -45.37927841          ;    14.62 -7.33     ;10.22     ;-0.60      ;4.35     
1829;* iot Lup                          ;V* ;214.8509258125 -46.0580954628      ;   -12.56 -4.76     ;9.65      ;21.60      ;3.529    
1830;* tau01 Lup                        ;bC*;216.5342676592 -45.2214254256      ;  -13.09 -14.67     ;2.99      ;-215.0     ;4.553    
1831;* alf Lup                          ;bC*;220.4823157775 -47.3881987461      ;  -20.94 -23.67     ;7.02      ;5.40       ;2.286    
1832;* rho Lup                          ;V* ;219.4717742800 -49.4258277108      ;  -28.26 -28.82     ;10.32     ;8.00       ;4.05     
1833;* zet Lup                          ;PM*;228.0712331483 -52.0992477544      ; -112.92 -71.18     ;27.80     ;-10.00     ;3.41     
1834;* iot01 Nor                        ;** ;240.88370590 -57.77507336          ; -120.01 -82.09     ;25.39     ;-14.40     ;4.63     
1835;* eta Ara                          ;*  ;252.4464855312 -59.0413770831      ;   39.73 -24.91     ;10.90     ;9.00       ;3.744    
1836;* del Ara                          ;PM*;262.7746363363 -60.6838478178      ;  -54.01 -99.25     ;16.48     ;10.00      ;3.62     
1837;* ksi Pav                          ;SB*;275.8068221812900 -61.4939119217200;   -1.775 8.960     ;4.4041    ;12.2       ;4.367    
1838;* ome Pav                          ;PM*;284.6518649393300 -60.2005479013600;-125.674 32.426     ;6.154     ;180.52     ;5.14     
1839;* eta Ind                          ;dS*;311.0097251762 -51.9209713836      ;  155.80 -53.86     ;41.37     ;-1.60      ;4.495    
1840;* iot Ind                          ;*  ;312.8752124177400 -51.6081785759200;   0.870 -5.177     ;6.5444    ;22.56      ;5.044    
1841;* kap Lup                          ;Be*;227.9836386327700 -48.7378249875300;-97.126 -48.849     ;17.5888   ;-6.60      ;3.70     
1842;* kap Nor                          ;*  ;243.3697086359400 -54.6304675142900; -4.590 -22.568     ;6.9638    ;-13.50     ;4.94     
1843;* zet Ara                          ;*  ;254.6550507037 -55.9901445283      ;  -17.80 -36.67     ;6.71      ;-6.00      ;3.076    
1844;* gam Ara                          ;Be*;261.3485804629 -56.3777263264      ;   -0.44 -15.77     ;2.93      ;-3.00      ;3.34     
1845;* ksi Tel                          ;V* ;301.8464894483900 -52.8807927841500; -15.034 11.334     ;4.3579    ;36.0       ;4.94     
1846;* a Cen                            ;Ro*;215.7593292892 -39.5118192361      ;  -24.15 -21.90     ;7.13      ;5.885      ;4.42     
1847;* omi Lup                          ;** ;222.9095953771 -43.5753601517      ;  -25.20 -27.13     ;8.07      ;7.30       ;4.313    
1848;* lam Lup                          ;SB*;227.2108868772291 -45.2798613832426;-15.707 -18.158     ;3.5406    ;9.80       ;4.05     
1849;* pi. Lup                          ;** ;226.2801456763179 -47.0510636022725;-25.175 -17.856     ;6.8600    ;4.50       ;3.89     
1850;* nu.01 Lup                        ;PM*;230.5344611681000 -47.9277925469000;-141.535 -133.142   ;28.5512   ;-11.36     ;5.00     
1851;* eps01 Ara                        ;*  ;254.8960366612 -53.1604364722      ;     2.16 22.04     ;9.04      ;23.85      ;4.050    
1852;* eps02 Ara                        ;** ;255.7864733119199 -53.2369360087700;-22.409 -143.793    ;37.3696   ;7.0        ;5.278    
1853;* bet Ara                          ;*  ;261.3249491888263 -55.5298816877778; -8.039 -25.927     ;4.5601    ;-0.30      ;2.85     
1854;* pi. Ara                          ;PM*;264.5229807953900 -54.5004338966800;-50.775 -149.745    ;24.3817   ;-3.30      ;5.242    
1855;* lam Tel                          ;*  ;284.6156962625 -52.9386283908      ;    12.18 -8.76     ;5.33      ;-2.00      ;4.838    
1856;* rho Tel                          ;SB*;286.5831506130800 -52.3409113496800;32.209 -116.646     ;17.1476   ;0.30       ;5.174    
1857;* eta Tel                          ;PM*;290.7133586560900 -54.4239293381600; 25.824 -82.965     ;20.6028   ;13.00      ;5.020    
1858;* alf Ind                          ;PM*;309.3918000321 -47.2915007225      ;    49.24 66.53     ;33.17     ;-1.30      ;3.11     
1859;* zet Ind                          ;*  ;312.3706773633600 -46.2268269802000;  39.432 26.204     ;7.2497    ;-5.2       ;4.882    
1860;* tet01 Mic                        ;a2*;320.1900809864100 -40.8096167072600;  80.022 24.880     ;20.1687   ;2.3        ;4.82     
1861;* ksi Gru                          ;*  ;323.0244829839000 -41.1793100745400;  19.357 10.764     ;7.609     ;-9.81      ;5.286    
1862;* kap Cen                          ;** ;224.7903539092 -42.1041963664      ;  -17.62 -22.51     ;8.51      ;8.0        ;3.11     
1863;* bet Lup                          ;PM*;224.63302235 -43.13396385          ;  -35.78 -39.83     ;8.52      ;0.2        ;2.68     
1864;* e Lup                            ;SB*;228.2066117654 -44.5004125939      ;  -22.01 -21.75     ;6.47      ;13.5       ;4.806    
1865;* eps Lup                          ;SB*;230.6702844025 -44.6896151769      ;  -22.86 -18.87     ;6.37      ;7.90       ;3.366    
1866;* d Lup A                          ;*  ;233.9718682389900 -44.9583886824800;-20.794 -20.794     ;6.846     ;6.5        ;4.708    
1867;* eta Nor                          ;*  ;240.8037409500 -49.2296986306      ;     42.05 9.14     ;14.86     ;-0.3       ;4.643    
1868;* gam01 Nor                        ;*  ;244.2538921146 -50.0681203567      ;    -1.69 -3.39     ;2.22      ;-18.15     ;5.09     
1869;* gam02 Nor                        ;PM*;244.9600927738 -50.1555061878      ; -159.71 -52.25     ;25.33     ;-28.90     ;4.02     
1870;* kap Ara                          ;*  ;261.5001797020300 -50.6335066162700;   13.004 7.554     ;7.5862    ;18.11      ;5.193    
1871;* mu. Ara                          ;PM*;266.0362630895300 -51.8340532231000;-15.034 -190.901    ;64.0853   ;-9.416     ;5.15     
1872;* kap Tel                          ;PM*;283.1651873722100 -52.1073697830100; 38.421 -96.728     ;12.0693   ;-44.30     ;5.173    
1873;* nu. Mic                          ;RG*;308.4794690527400 -44.5160456191000; 11.560 -35.355     ;12.9361   ;8.7        ;5.118    
1874;* iot Mic                          ;PM*;312.1214696711800 -43.9884840599800;175.510 -118.374    ;26.1721   ;-14.35     ;5.10     
1875;* b Cen                            ;** ;220.4899611650 -37.7934983400      ;  -29.92 -30.68     ;9.62      ;2.60       ;4.00     
1876;* del Lup                          ;bC*;230.3429742725300 -40.6475303691500; -9.163 -17.377     ;6.7296    ;-2.40      ;3.190    
1877;* ome Lup                          ;PM*;234.5133488188 -42.5673456586      ;  -149.80 57.37     ;14.92     ;-6.8       ;4.33     
1878;* g Lup                            ;PM*;235.2974033621455 -44.6612060267514;-169.106 -266.391   ;57.4759   ;-7.08      ;4.633    
1879;* del Nor                          ;*  ;241.6227152520100 -45.1732800238100; -18.440 41.784     ;31.0627   ;-15.5      ;4.713    
1880;* tet Nor                          ;PM*;243.8138240022800 -47.3720198780500;-34.654 -45.784     ;8.9049    ;1.40       ;5.124    
1881;* eps Nor                          ;SB*;246.7959837892 -47.5547840447      ;  -13.68 -19.89     ;6.15      ;-12.50     ;4.521    
1882;* iot Ara                          ;Be*;260.8169843343500 -47.4681960227000; -6.209 -17.699     ;3.5613    ;-19.00     ;5.25     
1883;* lam Ara                          ;PM*;265.0992732439900 -49.4155831268100;103.685 -175.956    ;47.7045   ;4.54       ;4.77     
1884;* tet Ara                          ;*  ;271.6577970408 -50.0914757008      ;    -8.27 -8.70     ;4.01      ;3.40       ;3.66     
1885;* zet Tel                          ;PM*;277.2077491646 -49.0705867292      ; 139.10 -228.66     ;25.84     ;-30.60     ;4.13     
1886;* iot Tel                          ;*  ;293.8041097609399 -48.0991990457000; -8.190 -36.977     ;8.6546    ;22.45      ;4.879    
1887;* k Lup                            ;*  ;231.3342210939100 -38.7336097338000;-44.781 -16.941     ;17.8315   ;-3.0       ;4.60     
1888;* gam Lup                          ;El*;233.78520145 -41.16675687          ;  -15.62 -25.43     ;7.75      ;2.3        ;2.765    
1889;* mu. Nor                          ;s*b;248.5209178396 -44.0453133767      ;     0.02 -1.98     ;0.78      ;4.10       ;4.94     
1890;* sig Ara                          ;*  ;263.9149565350 -46.5056838189      ;  -25.78 -38.30     ;8.62      ;4.3        ;4.59     
1891;* eps Tel                          ;*  ;272.8073384586300 -45.9544117737600;-18.837 -38.102     ;8.0405    ;-26.30     ;4.508    
1892;* alf Tel                          ;PM*;276.7434001679 -45.9684582681      ;  -16.95 -53.09     ;11.74     ;-0.2       ;3.463    
1893;* del01 Tel                        ;SB*;277.9393036763 -45.9148101767      ;   -3.75 -27.43     ;4.61      ;7          ;4.920    
1894;* del02 Tel                        ;SB*;278.0081017459300 -45.7573791801500;  1.471 -10.798     ;2.8861    ;7.6        ;5.070    
1895;* bet02 Sgr                        ;PM*;290.8047393708 -44.7997791969      ;   93.45 -54.09     ;24.31     ;11.50      ;4.270    
1896;* bet01 Sgr                        ;*  ;290.6595800497600 -44.4589583846900;  2.890 -18.125     ;8.3782    ;-10.7      ;4.01     
1897;* iot Sgr                          ;PM*;298.8154037946 -41.8682885544      ;    22.61 51.40     ;17.94     ;35.80      ;4.13     
1898;* 1 Peg                            ;PM*;320.5216645640862 +19.8045104219344; 105.391 62.841     ;20.8482   ;-77.83     ;4.09     
1899;* ksi Cep A                        ;SB*;330.9476655904899 +64.6279711308400; 212.563 89.058     ;32.12     ;-7.2       ;4.45     
1900;* zet Phe                          ;EB*;017.0961729092 -55.2457580317      ;    20.87 30.64     ;10.92     ;15.40      ;4.014    
1901;* kap Tuc A                        ;PM*;018.9420379295962 -68.8759448102925;413.480 116.037     ;42.9912   ;7.48       ;4.95     
1902;* iot Tri A                        ;SB*;033.0928320538600 +30.3030703277300;-64.350 -59.503     ;11.3011   ;-18.1      ;5.162    
1903;* rho Ori A                        ;SB*;078.3228308721800 +02.8612392074300;    6.014 3.700     ;13.329    ;46.39      ;4.48     
1904;* 31 Cyg                           ;EB*;303.4079509877000 +46.7413226716800;    1.744 3.390     ;2.9167    ;-7.24      ;3.80     
1905;* ome Aur                          ;PM*;074.8142056793500 +37.8902447746600; 45.340 -97.647     ;20.2399   ;7.70       ;5.00     
1906;* alf For A                        ;PM*;048.0188741832638 -28.9876219867586;359.565 619.186     ;71.4337   ;-17.52     ;3.98     
1907;* 212 Pup A                        ;PM*;118.0652623582158 -34.7054399179528;-198.096 238.812    ;54.5631   ;27.14      ;5.12     
1908;* C Car                            ;*  ;123.8163444535800 -62.9156410857700;-23.542 -12.414     ;12.717    ;4.00       ;5.259    
1909;* bet Mon A                        ;Be*;097.2044600075100 -07.0330593964800;  -6.518 -2.956     ;4.7209    ;20         ;4.60     
1910;* alf Psc A                        ;*  ;030.5117582342650 +02.7637719610669;  32.692 -2.895     ;19.7995   ;8.5        ;4.11     
1911;* eta Aqr                          ;PM*;338.83908858 -00.11749689          ;   89.74 -55.81     ;19.43     ;-5.50      ;4.030    
1912;* f Eri A                          ;PM*;057.1494750801300 -37.6201432915400;  81.136 -6.795     ;18.8093   ;16.0       ;4.72     
1913;* tau Her                          ;Pu*;244.93515275 +46.31336453          ;   -13.33 38.48     ;10.61     ;-15.50     ;3.87     
1914;* iot UMa A                        ;SB*;134.8018881454904 +48.0418228606861;-439.836 -214.071   ;68.0010   ;9.0        ;3.13     
1915;* alf CMa                          ;SB*;101.28715533 -16.71611586          ;-546.01 -1223.07    ;379.21    ;-5.50      ;-1.46    
1916;* del Tuc                          ;** ;336.8331794778799 -64.9663602057600;   70.691 8.888     ;11.5977   ;4.10       ;4.49     
1917;* 35 Com A                         ;PM*;193.3239930126800 +21.2449831991300;-60.641 -28.047     ;12.0654   ;-2.68      ;5.15     
1918;* ksi Sco                          ;SB*;241.092227400 -11.373103900        ;    -71.5 -34.5     ;43.0      ;-36.33     ;4.17     
1919;* gam Cae A                        ;PM*;076.1016755827300 -35.4829753748800;125.972 -42.909     ;17.5912   ;9.96       ;4.574    
1920;* 47 Tau A                         ;*  ;063.4849393544200 +09.2638242640100; -9.823 -30.085     ;7.9622    ;-7.98      ;4.95     
1921;* rho Her                          ;** ;260.9206005238 +37.1459427914      ;    -39.38 7.71     ;8.29      ;-21.0      ;4.17     
1922;* eps Dra                          ;PM*;297.0431269124900 +70.2679302982400;  79.486 40.041     ;21.3219   ;2.69       ;3.91     
1923;* omi Cep A                        ;PM*;349.6562189402800 +68.1114436365100;   54.277 9.902     ;16.3251   ;-18.12     ;4.87     
1924;* del Ser B                        ;PM*;233.7007299207800 +10.5377527753100;  -67.012 3.473     ;18.9725   ;-37.9      ;5.13     
1925;* 95 Her B                         ;*  ;270.3748498985500 +21.5953900965700;   8.995 36.267     ;7.5492    ;-32.59     ;5.10     
1926;* tet01 Eri                        ;PM*;044.5653181567800 -40.3046776381100; -52.273 23.058     ;19.9047   ;11.9       ;3.18     
1927;* tet02 Eri                        ;PM*;044.5683488308800 -40.3046961962500; -50.502 16.613     ;19.527    ;18.8       ;4.11     
1928;* 32 Eri A                         ;*  ;058.5729241949700 -02.9547332574100;   26.330 0.079     ;9.4562    ;26.30      ;4.70     
1929;* mu. CMa A                        ;*  ;104.0276913307300 -14.0434309010500;   -1.106 6.383     ;3.4219    ;18.63      ;5.09     
1930;* del Ser A                        ;dS*;233.7006052150600 +10.5388556250800;  -73.952 5.748     ;10.8056   ;-20.82     ;4.14     
1931;* rho Oph A                        ;*  ;246.3963273796999 -23.4471754557600; -4.385 -23.297     ;7.261     ;-10        ;5.05     
1932;* phi Per                          ;Be*;025.9151580038 +50.6887313422      ;   24.59 -14.01     ;4.54      ;0.8        ;4.06     
1933;* phi02 Cet                        ;PM*;012.5316206769625 -10.6443288478994;-228.031 -229.577   ;62.8022   ;8.155      ;5.19     
1934;* alf Eri                          ;Be*;024.42852283 -57.23675281          ;   87.00 -38.24     ;23.39     ;18.60      ;0.46     
1935;* 78 Peg A                         ;PM*;355.9978553246500 +29.3614555964000; 70.440 -41.070     ;14.2913   ;-8.44      ;4.96     
